Statistik;Variante;Jahr;Alter;Region;Bevoelkerungsstand_in1000
Bevölkerungsvorausberechnung;1;2060;67 und älter;Hamburg                   ;449,3
Bevölkerungsvorausberechnung;1;2065;67 und älter;Hamburg                   ;467,9
Bevölkerungsvorausberechnung;1;2070;67 und älter;Hamburg                   ;478,7
Bevölkerungsvorausberechnung;1;2021;67 und älter;Hessen                    ;1182,4
Bevölkerungsvorausberechnung;1;2025;67 und älter;Hessen                    ;1239,6
Bevölkerungsvorausberechnung;1;2030;67 und älter;Hessen                    ;1363,1
Bevölkerungsvorausberechnung;1;2035;67 und älter;Hessen                    ;1503,2
Bevölkerungsvorausberechnung;1;2040;67 und älter;Hessen                    ;1552,5
Bevölkerungsvorausberechnung;1;2045;67 und älter;Hessen                    ;1544
Bevölkerungsvorausberechnung;1;2050;67 und älter;Hessen                    ;1543,8
Bevölkerungsvorausberechnung;1;2055;67 und älter;Hessen                    ;1545
Bevölkerungsvorausberechnung;1;2060;67 und älter;Hessen                    ;1553,5
Bevölkerungsvorausberechnung;1;2065;67 und älter;Hessen                    ;1561,9
Bevölkerungsvorausberechnung;1;2070;67 und älter;Hessen                    ;1555,8
Bevölkerungsvorausberechnung;1;2021;67 und älter;Mecklenburg-Vorpommern    ;370,5
Bevölkerungsvorausberechnung;1;2025;67 und älter;Mecklenburg-Vorpommern    ;399
Bevölkerungsvorausberechnung;1;2030;67 und älter;Mecklenburg-Vorpommern    ;443,6
Bevölkerungsvorausberechnung;1;2035;67 und älter;Mecklenburg-Vorpommern    ;468,4
Bevölkerungsvorausberechnung;1;2040;67 und älter;Mecklenburg-Vorpommern    ;458,9
Bevölkerungsvorausberechnung;1;2045;67 und älter;Mecklenburg-Vorpommern    ;436,1
Bevölkerungsvorausberechnung;1;2050;67 und älter;Mecklenburg-Vorpommern    ;425,5
Bevölkerungsvorausberechnung;1;2055;67 und älter;Mecklenburg-Vorpommern    ;423
Bevölkerungsvorausberechnung;1;2060;67 und älter;Mecklenburg-Vorpommern    ;406,6
Bevölkerungsvorausberechnung;1;2065;67 und älter;Mecklenburg-Vorpommern    ;384,6
Bevölkerungsvorausberechnung;1;2070;67 und älter;Mecklenburg-Vorpommern    ;367,3
Bevölkerungsvorausberechnung;1;2021;67 und älter;Niedersachsen             ;1606,3
Bevölkerungsvorausberechnung;1;2025;67 und älter;Niedersachsen             ;1683,3
Bevölkerungsvorausberechnung;1;2030;67 und älter;Niedersachsen             ;1849,1
Bevölkerungsvorausberechnung;1;2035;67 und älter;Niedersachsen             ;2034,9
Bevölkerungsvorausberechnung;1;2040;67 und älter;Niedersachsen             ;2085,2
Bevölkerungsvorausberechnung;1;2045;67 und älter;Niedersachsen             ;2036,3
Bevölkerungsvorausberechnung;1;2050;67 und älter;Niedersachsen             ;1996
Bevölkerungsvorausberechnung;1;2055;67 und älter;Niedersachsen             ;1968,6
Bevölkerungsvorausberechnung;1;2060;67 und älter;Niedersachsen             ;1958,3
Bevölkerungsvorausberechnung;1;2065;67 und älter;Niedersachsen             ;1959,7
Bevölkerungsvorausberechnung;1;2070;67 und älter;Niedersachsen             ;1956,3
Bevölkerungsvorausberechnung;1;2021;67 und älter;Nordrhein-Westfalen       ;3419,4
Bevölkerungsvorausberechnung;1;2025;67 und älter;Nordrhein-Westfalen       ;3572,2
Bevölkerungsvorausberechnung;1;2030;67 und älter;Nordrhein-Westfalen       ;3910,3
Bevölkerungsvorausberechnung;1;2035;67 und älter;Nordrhein-Westfalen       ;4292,3
Bevölkerungsvorausberechnung;1;2040;67 und älter;Nordrhein-Westfalen       ;4387,5
Bevölkerungsvorausberechnung;1;2045;67 und älter;Nordrhein-Westfalen       ;4295,5
Bevölkerungsvorausberechnung;1;2050;67 und älter;Nordrhein-Westfalen       ;4233,2
Bevölkerungsvorausberechnung;1;2055;67 und älter;Nordrhein-Westfalen       ;4203,7
Bevölkerungsvorausberechnung;1;2060;67 und älter;Nordrhein-Westfalen       ;4229,8
Bevölkerungsvorausberechnung;1;2065;67 und älter;Nordrhein-Westfalen       ;4264,1
Bevölkerungsvorausberechnung;1;2070;67 und älter;Nordrhein-Westfalen       ;4258,2
Bevölkerungsvorausberechnung;1;2021;67 und älter;Rheinland-Pfalz           ;815,3
Bevölkerungsvorausberechnung;1;2025;67 und älter;Rheinland-Pfalz           ;867,3
Bevölkerungsvorausberechnung;1;2030;67 und älter;Rheinland-Pfalz           ;967,5
Bevölkerungsvorausberechnung;1;2035;67 und älter;Rheinland-Pfalz           ;1062
Bevölkerungsvorausberechnung;1;2040;67 und älter;Rheinland-Pfalz           ;1079,4
Bevölkerungsvorausberechnung;1;2045;67 und älter;Rheinland-Pfalz           ;1048,1
Bevölkerungsvorausberechnung;1;2050;67 und älter;Rheinland-Pfalz           ;1027,2
Bevölkerungsvorausberechnung;1;2055;67 und älter;Rheinland-Pfalz           ;1016,5
Bevölkerungsvorausberechnung;1;2060;67 und älter;Rheinland-Pfalz           ;1019,1
Bevölkerungsvorausberechnung;1;2065;67 und älter;Rheinland-Pfalz           ;1020,2
Bevölkerungsvorausberechnung;1;2070;67 und älter;Rheinland-Pfalz           ;1010,4
Bevölkerungsvorausberechnung;1;2021;67 und älter;Saarland                  ;214,2
Bevölkerungsvorausberechnung;1;2025;67 und älter;Saarland                  ;224,3
Bevölkerungsvorausberechnung;1;2030;67 und älter;Saarland                  ;244,3
Bevölkerungsvorausberechnung;1;2035;67 und älter;Saarland                  ;259,4
Bevölkerungsvorausberechnung;1;2040;67 und älter;Saarland                  ;254,4
Bevölkerungsvorausberechnung;1;2045;67 und älter;Saarland                  ;239,2
Bevölkerungsvorausberechnung;1;2050;67 und älter;Saarland                  ;228,4
Bevölkerungsvorausberechnung;1;2055;67 und älter;Saarland                  ;221,5
Bevölkerungsvorausberechnung;1;2060;67 und älter;Saarland                  ;219,6
Bevölkerungsvorausberechnung;1;2065;67 und älter;Saarland                  ;218,3
Bevölkerungsvorausberechnung;1;2070;67 und älter;Saarland                  ;214,8
Bevölkerungsvorausberechnung;1;2021;67 und älter;Sachsen                   ;968,5
Bevölkerungsvorausberechnung;1;2025;67 und älter;Sachsen                   ;979,4
Bevölkerungsvorausberechnung;1;2030;67 und älter;Sachsen                   ;1019
Bevölkerungsvorausberechnung;1;2035;67 und älter;Sachsen                   ;1041,2
Bevölkerungsvorausberechnung;1;2040;67 und älter;Sachsen                   ;1020,9
Bevölkerungsvorausberechnung;1;2045;67 und älter;Sachsen                   ;981,8
Bevölkerungsvorausberechnung;1;2050;67 und älter;Sachsen                   ;974,9
Bevölkerungsvorausberechnung;1;2055;67 und älter;Sachsen                   ;985,4
Bevölkerungsvorausberechnung;1;2060;67 und älter;Sachsen                   ;959,4
Bevölkerungsvorausberechnung;1;2065;67 und älter;Sachsen                   ;918,5
Bevölkerungsvorausberechnung;1;2070;67 und älter;Sachsen                   ;889,7
Bevölkerungsvorausberechnung;1;2021;67 und älter;Sachsen-Anhalt            ;531,3
Bevölkerungsvorausberechnung;1;2025;67 und älter;Sachsen-Anhalt            ;545
Bevölkerungsvorausberechnung;1;2030;67 und älter;Sachsen-Anhalt            ;574,7
Bevölkerungsvorausberechnung;1;2035;67 und älter;Sachsen-Anhalt            ;589
Bevölkerungsvorausberechnung;1;2040;67 und älter;Sachsen-Anhalt            ;571,5
Bevölkerungsvorausberechnung;1;2045;67 und älter;Sachsen-Anhalt            ;531,8
Bevölkerungsvorausberechnung;1;2050;67 und älter;Sachsen-Anhalt            ;510,4
Bevölkerungsvorausberechnung;1;2055;67 und älter;Sachsen-Anhalt            ;500,2
Bevölkerungsvorausberechnung;1;2060;67 und älter;Sachsen-Anhalt            ;474,9
Bevölkerungsvorausberechnung;1;2065;67 und älter;Sachsen-Anhalt            ;444,6
Bevölkerungsvorausberechnung;1;2070;67 und älter;Sachsen-Anhalt            ;422,8
Bevölkerungsvorausberechnung;1;2021;67 und älter;Schleswig-Holstein        ;614,7
Bevölkerungsvorausberechnung;1;2025;67 und älter;Schleswig-Holstein        ;640,1
Bevölkerungsvorausberechnung;1;2030;67 und älter;Schleswig-Holstein        ;701,2
Bevölkerungsvorausberechnung;1;2035;67 und älter;Schleswig-Holstein        ;778
Bevölkerungsvorausberechnung;1;2040;67 und älter;Schleswig-Holstein        ;799,8
Bevölkerungsvorausberechnung;1;2045;67 und älter;Schleswig-Holstein        ;786,5
Bevölkerungsvorausberechnung;1;2050;67 und älter;Schleswig-Holstein        ;776,8
Bevölkerungsvorausberechnung;1;2055;67 und älter;Schleswig-Holstein        ;768,5
Bevölkerungsvorausberechnung;1;2060;67 und älter;Schleswig-Holstein        ;764,1
Bevölkerungsvorausberechnung;1;2065;67 und älter;Schleswig-Holstein        ;759,9
Bevölkerungsvorausberechnung;1;2070;67 und älter;Schleswig-Holstein        ;751,3
Bevölkerungsvorausberechnung;1;2021;67 und älter;Thüringen                 ;503,4
Bevölkerungsvorausberechnung;1;2025;67 und älter;Thüringen                 ;521,7
Bevölkerungsvorausberechnung;1;2030;67 und älter;Thüringen                 ;553,6
Bevölkerungsvorausberechnung;1;2035;67 und älter;Thüringen                 ;567,5
Bevölkerungsvorausberechnung;1;2040;67 und älter;Thüringen                 ;553,8
Bevölkerungsvorausberechnung;1;2045;67 und älter;Thüringen                 ;520,3
Bevölkerungsvorausberechnung;1;2050;67 und älter;Thüringen                 ;504,8
Bevölkerungsvorausberechnung;1;2055;67 und älter;Thüringen                 ;497,2
Bevölkerungsvorausberechnung;1;2060;67 und älter;Thüringen                 ;472,6
Bevölkerungsvorausberechnung;1;2065;67 und älter;Thüringen                 ;443,4
Bevölkerungsvorausberechnung;1;2070;67 und älter;Thüringen                 ;421,7
Bevölkerungsvorausberechnung;1;2021;67 und älter;Ostdeutsche Flächenländer ;2943,5
Bevölkerungsvorausberechnung;1;2025;67 und älter;Ostdeutsche Flächenländer ;3050,6
Bevölkerungsvorausberechnung;1;2030;67 und älter;Ostdeutsche Flächenländer ;3264,4
Bevölkerungsvorausberechnung;1;2035;67 und älter;Ostdeutsche Flächenländer ;3386,5
Bevölkerungsvorausberechnung;1;2040;67 und älter;Ostdeutsche Flächenländer ;3322,2
Bevölkerungsvorausberechnung;1;2045;67 und älter;Ostdeutsche Flächenländer ;3164
Bevölkerungsvorausberechnung;1;2050;67 und älter;Ostdeutsche Flächenländer ;3107,8
Bevölkerungsvorausberechnung;1;2055;67 und älter;Ostdeutsche Flächenländer ;3108,7
Bevölkerungsvorausberechnung;1;2060;67 und älter;Ostdeutsche Flächenländer ;3005,3
Bevölkerungsvorausberechnung;1;2065;67 und älter;Ostdeutsche Flächenländer ;2858,6
Bevölkerungsvorausberechnung;1;2070;67 und älter;Ostdeutsche Flächenländer ;2742,9
Bevölkerungsvorausberechnung;1;2021;67 und älter;Westdeutsche Flächenländer;12347,3
Bevölkerungsvorausberechnung;1;2025;67 und älter;Westdeutsche Flächenländer;12987,6
Bevölkerungsvorausberechnung;1;2030;67 und älter;Westdeutsche Flächenländer;14336,7
Bevölkerungsvorausberechnung;1;2035;67 und älter;Westdeutsche Flächenländer;15813,4
Bevölkerungsvorausberechnung;1;2040;67 und älter;Westdeutsche Flächenländer;16274
Bevölkerungsvorausberechnung;1;2045;67 und älter;Westdeutsche Flächenländer;16053,9
Bevölkerungsvorausberechnung;1;2050;67 und älter;Westdeutsche Flächenländer;15933,2
Bevölkerungsvorausberechnung;1;2055;67 und älter;Westdeutsche Flächenländer;15891,7
Bevölkerungsvorausberechnung;1;2060;67 und älter;Westdeutsche Flächenländer;15994,3
Bevölkerungsvorausberechnung;1;2065;67 und älter;Westdeutsche Flächenländer;16100,5
Bevölkerungsvorausberechnung;1;2070;67 und älter;Westdeutsche Flächenländer;16048,5
Bevölkerungsvorausberechnung;1;2021;67 und älter;Stadtstaaten              ;1062,9
Bevölkerungsvorausberechnung;1;2025;67 und älter;Stadtstaaten              ;1081,4
Bevölkerungsvorausberechnung;1;2030;67 und älter;Stadtstaaten              ;1159,2
Bevölkerungsvorausberechnung;1;2035;67 und älter;Stadtstaaten              ;1254,7
Bevölkerungsvorausberechnung;1;2040;67 und älter;Stadtstaaten              ;1286,8
Bevölkerungsvorausberechnung;1;2045;67 und älter;Stadtstaaten              ;1306
Bevölkerungsvorausberechnung;1;2050;67 und älter;Stadtstaaten              ;1366,3
Bevölkerungsvorausberechnung;1;2055;67 und älter;Stadtstaaten              ;1452,2
Bevölkerungsvorausberechnung;1;2060;67 und älter;Stadtstaaten              ;1537,1
Bevölkerungsvorausberechnung;1;2065;67 und älter;Stadtstaaten              ;1606,5
Bevölkerungsvorausberechnung;1;2070;67 und älter;Stadtstaaten              ;1643,9
Bevölkerungsvorausberechnung;2;2021;Insgesamt   ;Baden-Württemberg         ;11124,6
Bevölkerungsvorausberechnung;2;2025;Insgesamt   ;Baden-Württemberg         ;11395,4
Bevölkerungsvorausberechnung;2;2030;Insgesamt   ;Baden-Württemberg         ;11518,3
Bevölkerungsvorausberechnung;2;2035;Insgesamt   ;Baden-Württemberg         ;11571,1
Bevölkerungsvorausberechnung;2;2040;Insgesamt   ;Baden-Württemberg         ;11594,3
Bevölkerungsvorausberechnung;2;2045;Insgesamt   ;Baden-Württemberg         ;11587
Bevölkerungsvorausberechnung;2;2050;Insgesamt   ;Baden-Württemberg         ;11556,8
Bevölkerungsvorausberechnung;2;2055;Insgesamt   ;Baden-Württemberg         ;11513,6
Bevölkerungsvorausberechnung;2;2060;Insgesamt   ;Baden-Württemberg         ;11475,2
Bevölkerungsvorausberechnung;2;2065;Insgesamt   ;Baden-Württemberg         ;11458,8
Bevölkerungsvorausberechnung;2;2070;Insgesamt   ;Baden-Württemberg         ;11455,5
Bevölkerungsvorausberechnung;2;2021;Insgesamt   ;Bayern                    ;13176,9
Bevölkerungsvorausberechnung;2;2025;Insgesamt   ;Bayern                    ;13559,5
Bevölkerungsvorausberechnung;2;2030;Insgesamt   ;Bayern                    ;13760,9
Bevölkerungsvorausberechnung;2;2035;Insgesamt   ;Bayern                    ;13862,4
Bevölkerungsvorausberechnung;2;2040;Insgesamt   ;Bayern                    ;13913,4
Bevölkerungsvorausberechnung;2;2045;Insgesamt   ;Bayern                    ;13922,6
Bevölkerungsvorausberechnung;2;2050;Insgesamt   ;Bayern                    ;13901,7
Bevölkerungsvorausberechnung;2;2055;Insgesamt   ;Bayern                    ;13866,2
Bevölkerungsvorausberechnung;2;2060;Insgesamt   ;Bayern                    ;13839,6
Bevölkerungsvorausberechnung;2;2065;Insgesamt   ;Bayern                    ;13839,4
Bevölkerungsvorausberechnung;2;2070;Insgesamt   ;Bayern                    ;13851,8
Bevölkerungsvorausberechnung;2;2021;Insgesamt   ;Berlin                    ;3677,4
Bevölkerungsvorausberechnung;2;2025;Insgesamt   ;Berlin                    ;3846,6
Bevölkerungsvorausberechnung;2;2030;Insgesamt   ;Berlin                    ;3939,9
Bevölkerungsvorausberechnung;2;2035;Insgesamt   ;Berlin                    ;4007,5
Bevölkerungsvorausberechnung;2;2040;Insgesamt   ;Berlin                    ;4075,1
Bevölkerungsvorausberechnung;2;2045;Insgesamt   ;Berlin                    ;4145,8
Bevölkerungsvorausberechnung;2;2050;Insgesamt   ;Berlin                    ;4215,9
Bevölkerungsvorausberechnung;2;2055;Insgesamt   ;Berlin                    ;4278,8
Bevölkerungsvorausberechnung;2;2060;Insgesamt   ;Berlin                    ;4334,3
Bevölkerungsvorausberechnung;2;2065;Insgesamt   ;Berlin                    ;4387,1
Bevölkerungsvorausberechnung;2;2070;Insgesamt   ;Berlin                    ;4434,7
Bevölkerungsvorausberechnung;2;2021;Insgesamt   ;Brandenburg               ;2537,9
Bevölkerungsvorausberechnung;2;2025;Insgesamt   ;Brandenburg               ;2581,7
Bevölkerungsvorausberechnung;2;2030;Insgesamt   ;Brandenburg               ;2589,6
Bevölkerungsvorausberechnung;2;2035;Insgesamt   ;Brandenburg               ;2577,3
Bevölkerungsvorausberechnung;2;2040;Insgesamt   ;Brandenburg               ;2554,5
Bevölkerungsvorausberechnung;2;2045;Insgesamt   ;Brandenburg               ;2519,9
Bevölkerungsvorausberechnung;2;2050;Insgesamt   ;Brandenburg               ;2473,8
Bevölkerungsvorausberechnung;2;2055;Insgesamt   ;Brandenburg               ;2425,9
Bevölkerungsvorausberechnung;2;2060;Insgesamt   ;Brandenburg               ;2387
Bevölkerungsvorausberechnung;2;2065;Insgesamt   ;Brandenburg               ;2359,5
Bevölkerungsvorausberechnung;2;2070;Insgesamt   ;Brandenburg               ;2337,5
Bevölkerungsvorausberechnung;2;2021;Insgesamt   ;Bremen                    ;676,4
Bevölkerungsvorausberechnung;2;2025;Insgesamt   ;Bremen                    ;691,1
Bevölkerungsvorausberechnung;2;2030;Insgesamt   ;Bremen                    ;694
Bevölkerungsvorausberechnung;2;2035;Insgesamt   ;Bremen                    ;694,8
Bevölkerungsvorausberechnung;2;2040;Insgesamt   ;Bremen                    ;697,1
Bevölkerungsvorausberechnung;2;2045;Insgesamt   ;Bremen                    ;700,6
Bevölkerungsvorausberechnung;2;2050;Insgesamt   ;Bremen                    ;705,1
Bevölkerungsvorausberechnung;2;2055;Insgesamt   ;Bremen                    ;709,6
Bevölkerungsvorausberechnung;2;2060;Insgesamt   ;Bremen                    ;713,9
Bevölkerungsvorausberechnung;2;2065;Insgesamt   ;Bremen                    ;719
Bevölkerungsvorausberechnung;2;2070;Insgesamt   ;Bremen                    ;724,7
Bevölkerungsvorausberechnung;2;2021;Insgesamt   ;Hamburg                   ;1853,9
Bevölkerungsvorausberechnung;2;2025;Insgesamt   ;Hamburg                   ;1901,9
Bevölkerungsvorausberechnung;2;2030;Insgesamt   ;Hamburg                   ;1930,3
Bevölkerungsvorausberechnung;2;2035;Insgesamt   ;Hamburg                   ;1950,8
Bevölkerungsvorausberechnung;2;2040;Insgesamt   ;Hamburg                   ;1970,9
Bevölkerungsvorausberechnung;2;2045;Insgesamt   ;Hamburg                   ;1990,9
Bevölkerungsvorausberechnung;2;2050;Insgesamt   ;Hamburg                   ;2008,2
Bevölkerungsvorausberechnung;2;2055;Insgesamt   ;Hamburg                   ;2019,6
Bevölkerungsvorausberechnung;2;2060;Insgesamt   ;Hamburg                   ;2025,8
Bevölkerungsvorausberechnung;2;2065;Insgesamt   ;Hamburg                   ;2030,4
Bevölkerungsvorausberechnung;2;2070;Insgesamt   ;Hamburg                   ;2034,5
Bevölkerungsvorausberechnung;2;2021;Insgesamt   ;Hessen                    ;6295
Bevölkerungsvorausberechnung;2;2025;Insgesamt   ;Hessen                    ;6430
Bevölkerungsvorausberechnung;2;2030;Insgesamt   ;Hessen                    ;6476,3
Bevölkerungsvorausberechnung;2;2035;Insgesamt   ;Hessen                    ;6485,9
Bevölkerungsvorausberechnung;2;2040;Insgesamt   ;Hessen                    ;6484
Bevölkerungsvorausberechnung;2;2045;Insgesamt   ;Hessen                    ;6472,7
Bevölkerungsvorausberechnung;2;2050;Insgesamt   ;Hessen                    ;6453,4
Bevölkerungsvorausberechnung;2;2055;Insgesamt   ;Hessen                    ;6427,6
Bevölkerungsvorausberechnung;2;2060;Insgesamt   ;Hessen                    ;6404,2
Bevölkerungsvorausberechnung;2;2065;Insgesamt   ;Hessen                    ;6393,5
Bevölkerungsvorausberechnung;2;2070;Insgesamt   ;Hessen                    ;6392,1
Bevölkerungsvorausberechnung;2;2021;Insgesamt   ;Mecklenburg-Vorpommern    ;1611,1
Bevölkerungsvorausberechnung;2;2025;Insgesamt   ;Mecklenburg-Vorpommern    ;1617,3
Bevölkerungsvorausberechnung;2;2030;Insgesamt   ;Mecklenburg-Vorpommern    ;1598,3
Bevölkerungsvorausberechnung;2;2035;Insgesamt   ;Mecklenburg-Vorpommern    ;1571,1
Bevölkerungsvorausberechnung;2;2040;Insgesamt   ;Mecklenburg-Vorpommern    ;1540,5
Bevölkerungsvorausberechnung;2;2045;Insgesamt   ;Mecklenburg-Vorpommern    ;1504,7
Bevölkerungsvorausberechnung;2;2050;Insgesamt   ;Mecklenburg-Vorpommern    ;1464,4
Bevölkerungsvorausberechnung;2;2055;Insgesamt   ;Mecklenburg-Vorpommern    ;1425,5
Bevölkerungsvorausberechnung;2;2060;Insgesamt   ;Mecklenburg-Vorpommern    ;1394,2
Bevölkerungsvorausberechnung;2;2065;Insgesamt   ;Mecklenburg-Vorpommern    ;1371,5
Bevölkerungsvorausberechnung;2;2070;Insgesamt   ;Mecklenburg-Vorpommern    ;1353,8
Bevölkerungsvorausberechnung;2;2021;Insgesamt   ;Niedersachsen             ;8027
Bevölkerungsvorausberechnung;2;2025;Insgesamt   ;Niedersachsen             ;8212,1
Bevölkerungsvorausberechnung;2;2030;Insgesamt   ;Niedersachsen             ;8267,7
Bevölkerungsvorausberechnung;2;2035;Insgesamt   ;Niedersachsen             ;8271,5
Bevölkerungsvorausberechnung;2;2040;Insgesamt   ;Niedersachsen             ;8257,7
Bevölkerungsvorausberechnung;2;2045;Insgesamt   ;Niedersachsen             ;8228,3
Bevölkerungsvorausberechnung;2;2050;Insgesamt   ;Niedersachsen             ;8189,1
Bevölkerungsvorausberechnung;2;2055;Insgesamt   ;Niedersachsen             ;8148
Bevölkerungsvorausberechnung;2;2060;Insgesamt   ;Niedersachsen             ;8120,5
Bevölkerungsvorausberechnung;2;2065;Insgesamt   ;Niedersachsen             ;8120,3
Bevölkerungsvorausberechnung;2;2070;Insgesamt   ;Niedersachsen             ;8140,2
Bevölkerungsvorausberechnung;2;2021;Insgesamt   ;Nordrhein-Westfalen       ;17924,5
Bevölkerungsvorausberechnung;2;2025;Insgesamt   ;Nordrhein-Westfalen       ;18130,1
Bevölkerungsvorausberechnung;2;2030;Insgesamt   ;Nordrhein-Westfalen       ;18147,7
Bevölkerungsvorausberechnung;2;2035;Insgesamt   ;Nordrhein-Westfalen       ;18089,2
Bevölkerungsvorausberechnung;2;2040;Insgesamt   ;Nordrhein-Westfalen       ;17994,1
Bevölkerungsvorausberechnung;2;2045;Insgesamt   ;Nordrhein-Westfalen       ;17864,5
Bevölkerungsvorausberechnung;2;2050;Insgesamt   ;Nordrhein-Westfalen       ;17711,9
Bevölkerungsvorausberechnung;2;2055;Insgesamt   ;Nordrhein-Westfalen       ;17552,2
Bevölkerungsvorausberechnung;2;2060;Insgesamt   ;Nordrhein-Westfalen       ;17414,6
Bevölkerungsvorausberechnung;2;2065;Insgesamt   ;Nordrhein-Westfalen       ;17324
Bevölkerungsvorausberechnung;2;2070;Insgesamt   ;Nordrhein-Westfalen       ;17265,3
Bevölkerungsvorausberechnung;2;2021;Insgesamt   ;Rheinland-Pfalz           ;4106,4
Bevölkerungsvorausberechnung;2;2025;Insgesamt   ;Rheinland-Pfalz           ;4192,8
Bevölkerungsvorausberechnung;2;2030;Insgesamt   ;Rheinland-Pfalz           ;4221,7
Bevölkerungsvorausberechnung;2;2035;Insgesamt   ;Rheinland-Pfalz           ;4221,3
Bevölkerungsvorausberechnung;2;2040;Insgesamt   ;Rheinland-Pfalz           ;4204,2
Bevölkerungsvorausberechnung;2;2045;Insgesamt   ;Rheinland-Pfalz           ;4174
Bevölkerungsvorausberechnung;2;2050;Insgesamt   ;Rheinland-Pfalz           ;4138,3
Bevölkerungsvorausberechnung;2;2055;Insgesamt   ;Rheinland-Pfalz           ;4103,9
Bevölkerungsvorausberechnung;2;2060;Insgesamt   ;Rheinland-Pfalz           ;4078,8
Bevölkerungsvorausberechnung;2;2065;Insgesamt   ;Rheinland-Pfalz           ;4067,4
Bevölkerungsvorausberechnung;2;2070;Insgesamt   ;Rheinland-Pfalz           ;4063,6
Bevölkerungsvorausberechnung;2;2021;Insgesamt   ;Saarland                  ;982,3
Bevölkerungsvorausberechnung;2;2025;Insgesamt   ;Saarland                  ;982,9
Bevölkerungsvorausberechnung;2;2030;Insgesamt   ;Saarland                  ;969,3
Bevölkerungsvorausberechnung;2;2035;Insgesamt   ;Saarland                  ;952,2
Bevölkerungsvorausberechnung;2;2040;Insgesamt   ;Saarland                  ;933,9
Bevölkerungsvorausberechnung;2;2045;Insgesamt   ;Saarland                  ;914,5
Bevölkerungsvorausberechnung;2;2050;Insgesamt   ;Saarland                  ;895,6
Bevölkerungsvorausberechnung;2;2055;Insgesamt   ;Saarland                  ;879,2
Bevölkerungsvorausberechnung;2;2060;Insgesamt   ;Saarland                  ;866,8
Bevölkerungsvorausberechnung;2;2065;Insgesamt   ;Saarland                  ;858,9
Bevölkerungsvorausberechnung;2;2070;Insgesamt   ;Saarland                  ;853,7
Bevölkerungsvorausberechnung;2;2021;Insgesamt   ;Sachsen                   ;4043
Bevölkerungsvorausberechnung;2;2025;Insgesamt   ;Sachsen                   ;4035,1
Bevölkerungsvorausberechnung;2;2030;Insgesamt   ;Sachsen                   ;3970,7
Bevölkerungsvorausberechnung;2;2035;Insgesamt   ;Sachsen                   ;3900,2
Bevölkerungsvorausberechnung;2;2040;Insgesamt   ;Sachsen                   ;3837,9
Bevölkerungsvorausberechnung;2;2045;Insgesamt   ;Sachsen                   ;3779,2
Bevölkerungsvorausberechnung;2;2050;Insgesamt   ;Sachsen                   ;3720,5
Bevölkerungsvorausberechnung;2;2055;Insgesamt   ;Sachsen                   ;3663,2
Bevölkerungsvorausberechnung;2;2060;Insgesamt   ;Sachsen                   ;3614
Bevölkerungsvorausberechnung;2;2065;Insgesamt   ;Sachsen                   ;3577,5
Bevölkerungsvorausberechnung;2;2070;Insgesamt   ;Sachsen                   ;3549,1
Bevölkerungsvorausberechnung;2;2021;Insgesamt   ;Sachsen-Anhalt            ;2169,3
Bevölkerungsvorausberechnung;2;2025;Insgesamt   ;Sachsen-Anhalt            ;2133,6
Bevölkerungsvorausberechnung;2;2030;Insgesamt   ;Sachsen-Anhalt            ;2064
Bevölkerungsvorausberechnung;2;2035;Insgesamt   ;Sachsen-Anhalt            ;1993,8
Bevölkerungsvorausberechnung;2;2040;Insgesamt   ;Sachsen-Anhalt            ;1929,8
Bevölkerungsvorausberechnung;2;2045;Insgesamt   ;Sachsen-Anhalt            ;1869,4
Bevölkerungsvorausberechnung;2;2050;Insgesamt   ;Sachsen-Anhalt            ;1812,2
Bevölkerungsvorausberechnung;2;2055;Insgesamt   ;Sachsen-Anhalt            ;1760,7
Bevölkerungsvorausberechnung;2;2060;Insgesamt   ;Sachsen-Anhalt            ;1718,8
Bevölkerungsvorausberechnung;2;2065;Insgesamt   ;Sachsen-Anhalt            ;1688,4
Bevölkerungsvorausberechnung;2;2070;Insgesamt   ;Sachsen-Anhalt            ;1665,8
Bevölkerungsvorausberechnung;2;2021;Insgesamt   ;Schleswig-Holstein        ;2922
Bevölkerungsvorausberechnung;2;2025;Insgesamt   ;Schleswig-Holstein        ;2981,7
Bevölkerungsvorausberechnung;2;2030;Insgesamt   ;Schleswig-Holstein        ;3005,6
Bevölkerungsvorausberechnung;2;2035;Insgesamt   ;Schleswig-Holstein        ;3008,5
Bevölkerungsvorausberechnung;2;2040;Insgesamt   ;Schleswig-Holstein        ;3000
Bevölkerungsvorausberechnung;2;2045;Insgesamt   ;Schleswig-Holstein        ;2981,4
Bevölkerungsvorausberechnung;2;2050;Insgesamt   ;Schleswig-Holstein        ;2951,7
Bevölkerungsvorausberechnung;2;2055;Insgesamt   ;Schleswig-Holstein        ;2915,9
Bevölkerungsvorausberechnung;2;2060;Insgesamt   ;Schleswig-Holstein        ;2883,4
Bevölkerungsvorausberechnung;2;2065;Insgesamt   ;Schleswig-Holstein        ;2861,1
Bevölkerungsvorausberechnung;2;2070;Insgesamt   ;Schleswig-Holstein        ;2847,4
Bevölkerungsvorausberechnung;2;2021;Insgesamt   ;Thüringen                 ;2108,8
Bevölkerungsvorausberechnung;2;2025;Insgesamt   ;Thüringen                 ;2087,3
